Country,State,City,Locality,Area_Type,Plot_Size_sqft,Builtup_Area_sqft,Carpet_Area_sqft,Floors,Floor_Number,Bedrooms,Bathrooms,Balconies,Living_Rooms,Dining_Room,Kitchens,Study_Room,Office_Room,Parking,Garden,Swimming_Pool,Terrace,Basement,Lift,Property_Age_years,Facing_Direction,Furnishing,Smart_Home,Solar_Panels,EV_Charging,Security_System,Water_Supply,Power_Backup,School_Dist_km,Hospital_Dist_km,Metro_Dist_km,Airport_Dist_km,School_Index,Hospital_Index,Transit_Index,Safety_Score,Green_Space_Score,AQI,Price_INR
India,Uttar Pradesh,Kanpur,Bithoor Village,Plot Area,1704,1189,995,2,1,2,2,0,1,1,1,0,0,1,1,0,0,0,0,14,East,Semi-Furnished,0,1,1,1,Borewell Only,Partial,9.76,6.39,29.36,51.8,2.2,6.8,1.2,8.7,9.0,68,5070000
India,Maharashtra,Pune,Hadapsar,Plot Area,1964,1366,1159,10,5,3,4,0,1,1,1,0,0,2,1,1,0,1,1,22,West,Semi-Furnished,1,0,0,0,Corporation + Borewell,Full,1.9,1.74,3.48,39.77,8.5,9.1,9.0,7.7,7.3,136,15120000
India,Tamil Nadu,Madurai,Anna Nagar,Super Built-up,2940,2048,1752,4,4,3,4,1,2,1,1,0,0,1,0,1,1,0,1,1,West,Fully-Furnished,0,1,0,1,Corporation + Borewell,Partial,2.69,1.21,7.45,39.35,7.8,9.4,7.8,8.3,8.3,141,43310000
India,Kerala,Thiruvananthapuram,Vellayambalam,Super Built-up,1817,1248,1043,20,19,2,1,2,1,1,1,0,0,1,0,0,1,0,1,17,South,Semi-Furnished,1,1,1,1,Corporation + Borewell,Full,2.9,5.69,2.38,78.86,7.7,7.2,9.3,7.3,4.2,117,8810000
India,Karnataka,Bangalore,HSR Layout,Carpet Area,962,661,574,4,4,1,2,1,1,0,1,0,1,2,0,0,1,0,1,17,South,Semi-Furnished,0,0,0,0,Corporation + Borewell,Partial,1.46,2.22,1.01,53.59,8.8,8.9,9.7,6.8,4.7,96,8170000
India,Maharashtra,Nagpur,Besa,Super Built-up,910,650,536,30,29,1,1,3,1,0,1,1,1,1,0,0,1,0,1,0,North,Semi-Furnished,1,0,0,1,24/7 Supply,Full,1.43,5.97,7.94,31.22,8.9,7.0,7.6,6.7,6.2,83,19550000
India,Uttar Pradesh,Lucknow,Aliganj,Super Built-up,2094,1417,1181,30,11,2,1,3,1,1,1,1,0,2,1,1,0,0,1,14,South,Unfurnished,1,0,0,1,Corporation + Borewell,Partial,0.48,5.66,2.77,48.62,9.6,7.2,9.2,8.6,5.8,128,14960000
India,Rajasthan,Jaipur,Sanganer Village,Plot Area,767,610,506,2,2,1,1,1,1,1,1,0,0,2,1,0,1,0,0,12,East,Semi-Furnished,0,1,0,0,Borewell Only,None,6.23,7.59,31.68,37.32,5.0,6.2,1.0,9.3,9.4,68,1570000
India,Punjab & Chandigarh,Amritsar,GT Road,Super Built-up,1493,1083,905,20,19,2,1,3,1,1,1,0,0,1,0,1,0,0,1,11,South-East,Fully-Furnished,1,0,0,0,24/7 Supply,Full,1.94,3.52,4.85,55.43,8.4,8.2,8.5,6.1,7.7,91,13630000
India,Uttar Pradesh,Varanasi,Sarnath Village,Plot Area,1743,1336,1118,2,2,2,3,1,1,1,1,0,0,2,1,0,1,0,0,18,South-West,Semi-Furnished,0,1,0,0,Borewell Only,Full,3.79,7.28,47.98,49.18,7.0,6.4,1.0,9.4,7.6,34,5850000
India,Delhi NCR,Faridabad,Ballabhgarh Village,Plot Area,1862,1219,1019,2,1,2,3,2,1,1,1,0,1,1,1,0,0,0,0,22,North-East,Semi-Furnished,0,1,1,1,Borewell Only,Full,2.75,19.27,24.46,36.67,7.8,1.0,2.7,9.0,9.2,79,10000000
India,Gujarat,Surat,Adajan,Carpet Area,1361,875,742,10,10,1,1,2,1,0,1,1,0,1,0,1,1,0,1,13,South,Semi-Furnished,0,1,0,0,Corporation + Borewell,Partial,0.4,2.7,6.32,53.33,9.7,8.7,8.1,6.9,8.2,98,9340000
India,Uttar Pradesh,Kanpur,Swaroop Nagar,Super Built-up,1680,1112,941,30,9,2,2,3,1,1,1,0,0,1,0,1,0,0,1,18,West,Semi-Furnished,1,1,1,1,Corporation + Borewell,Full,3.87,0.95,6.64,59.12,6.9,9.5,8.0,7.9,6.6,86,15930000
India,Kerala,Kochi,Vyttila,Super Built-up,2510,1809,1568,20,9,3,2,2,2,1,1,1,0,1,0,0,1,0,1,20,North,Semi-Furnished,0,1,1,1,24/7 Supply,Full,2.19,4.72,7.27,78.23,8.2,7.6,7.8,7.4,8.5,107,9200000
India,Uttar Pradesh,Kanpur,Bithoor Village,Plot Area,1432,1051,864,2,2,2,2,3,1,1,1,1,0,2,1,0,1,1,0,0,North-West,Semi-Furnished,0,1,0,1,Borewell Only,Full,2.43,16.01,22.48,51.96,8.1,2.0,3.3,7.7,8.7,76,5750000
India,Maharashtra,Nagpur,Manewada,Super Built-up,1716,1307,1061,10,7,2,2,3,1,1,1,0,0,1,0,1,0,0,1,21,West,Fully-Furnished,1,0,1,1,24/7 Supply,Full,3.84,4.04,6.64,48.83,6.9,8.0,8.0,6.8,5.3,66,38190000
India,Maharashtra,Nagpur,Civil Lines,Carpet Area,2411,1985,1595,30,5,4,4,1,1,1,1,1,0,1,0,0,1,0,1,22,South-East,Fully-Furnished,1,1,0,0,Corporation + Borewell,Full,2.61,0.91,0.75,57.29,7.9,9.5,9.8,7.9,4.2,133,40100000
India,Telangana,Hyderabad,Gachibowli,Super Built-up,3116,2321,1906,4,4,4,4,3,1,1,1,0,0,1,0,1,1,0,1,15,North-West,Unfurnished,1,0,0,1,24/7 Supply,Full,2.81,3.93,0.97,59.95,7.8,8.0,9.7,7.4,7.2,193,18610000
India,Karnataka,Mangalore,Kadri,Super Built-up,830,591,491,30,5,1,1,2,1,1,1,0,0,2,0,0,0,0,1,23,North-East,Unfurnished,0,0,0,1,Corporation + Borewell,Full,0.55,4.54,0.97,65.86,9.6,7.7,9.7,6.6,5.1,206,8710000
India,Uttar Pradesh,Lucknow,Hazratganj,Super Built-up,1053,671,566,20,5,1,1,1,1,0,1,0,0,1,0,0,1,0,1,12,South,Unfurnished,0,0,0,1,Corporation + Borewell,Full,2.18,0.78,3.76,57.73,8.3,9.6,8.9,8.4,4.6,86,7250000
India,Telangana,Warangal,Subedari,Super Built-up,1562,1055,898,4,2,2,2,2,1,1,1,0,1,1,0,1,0,0,1,10,South-East,Semi-Furnished,0,0,0,1,24/7 Supply,Full,0.62,5.92,6.14,20.22,9.5,7.0,8.2,6.7,7.0,123,24970000
India,Telangana,Hyderabad,Shamshabad Village,Plot Area,3326,2137,1813,2,2,4,4,1,1,1,1,1,0,2,1,0,1,1,0,22,North-West,Fully-Furnished,0,1,1,0,Borewell Only,Full,6.2,19.9,29.44,31.94,5.0,1.0,1.2,9.7,8.1,62,12180000
India,Gujarat,Ahmedabad,SG Highway,Super Built-up,3169,2433,2032,10,3,5,6,2,2,1,1,1,0,1,0,0,0,0,1,10,South,Fully-Furnished,1,0,1,1,24/7 Supply,None,0.58,3.86,7.81,63.67,9.5,8.1,7.7,8.2,8.5,186,61170000
India,Rajasthan,Udaipur,Fatehpura,Plot Area,1934,1313,1069,10,8,2,1,0,1,1,1,0,0,2,1,0,1,1,1,14,South-West,Fully-Furnished,0,1,0,1,Corporation + Borewell,Full,2.79,3.98,7.76,71.49,7.8,8.0,7.7,7.6,6.3,167,9400000
India,Karnataka,Mangalore,Kadri,Super Built-up,3261,2166,1781,4,2,4,3,2,1,1,1,0,0,2,0,1,0,0,1,4,North,Semi-Furnished,0,0,0,1,24/7 Supply,Full,3.75,3.72,7.91,30.43,7.0,8.1,7.6,7.7,4.5,143,72390000
India,Gujarat,Ahmedabad,Sanand Village,Plot Area,1731,1095,944,2,1,2,2,1,1,1,1,0,0,1,1,0,1,0,0,7,South-East,Unfurnished,0,1,0,1,Borewell Only,Partial,9.45,17.19,28.9,26.06,2.4,1.4,1.3,9.3,8.6,78,5740000
India,Maharashtra,Pune,Hadapsar,Super Built-up,2340,1855,1513,10,8,4,3,2,1,1,1,1,0,2,0,0,0,0,1,2,South-West,Semi-Furnished,1,1,1,0,24/7 Supply,Partial,0.64,1.46,6.83,69.16,9.5,9.3,8.0,7.0,6.7,121,25790000
India,Karnataka,Mysore,Yelwal Village,Plot Area,900,720,598,2,1,1,2,2,1,0,1,1,0,1,1,0,0,0,0,11,North,Unfurnished,0,1,1,0,Borewell Only,Full,2.44,10.58,43.15,25.92,8.0,4.7,1.0,8.1,8.0,30,5480000
India,Kerala,Kochi,Kakkanad,Super Built-up,2881,2131,1759,4,1,3,2,3,2,1,1,1,1,2,1,0,0,0,1,2,North-West,Semi-Furnished,1,0,0,0,24/7 Supply,Partial,3.79,4.08,7.08,21.37,7.0,8.0,7.9,7.2,8.2,66,30090000
India,Telangana,Warangal,Hanamkonda,Super Built-up,3640,2553,2125,20,9,5,4,1,1,1,1,0,0,2,0,0,0,0,1,22,West,Semi-Furnished,0,1,0,0,Corporation + Borewell,Full,1.34,4.26,4.4,20.88,8.9,7.9,8.7,8.1,6.8,72,44480000
India,Karnataka,Bangalore,Yelahanka,Super Built-up,4173,2684,2210,30,9,4,4,2,2,1,1,1,0,1,0,0,0,0,1,20,North,Semi-Furnished,1,0,0,1,Corporation + Borewell,None,3.91,2.88,6.44,72.27,6.9,8.6,8.1,6.1,5.2,201,40340000
India,Gujarat,Ahmedabad,Prahlad Nagar,Super Built-up,2328,1606,1333,10,4,3,4,2,1,1,1,0,1,2,0,0,1,0,1,22,North-West,Semi-Furnished,0,0,1,0,Corporation + Borewell,Full,1.9,4.14,1.36,21.04,8.5,7.9,9.6,7.3,5.4,127,27300000
India,Karnataka,Mysore,Yelwal Village,Plot Area,2369,1543,1290,2,1,3,3,1,1,1,1,1,0,1,1,0,1,1,0,1,West,Semi-Furnished,0,1,1,0,Borewell Only,Full,11.86,11.34,42.5,68.75,1.0,4.3,1.0,8.4,8.5,54,7800000
India,Rajasthan,Udaipur,Sukher,Super Built-up,1915,1404,1163,10,4,2,3,0,1,1,1,0,0,1,0,0,0,0,1,23,South-West,Fully-Furnished,1,0,1,1,Corporation + Borewell,Full,3.25,4.37,4.15,38.36,7.4,7.8,8.8,7.5,6.9,200,15410000
India,Gujarat,Surat,Ghod Dod Road,Super Built-up,2885,2289,1867,10,4,5,6,1,2,1,1,0,1,2,0,0,0,0,1,22,North,Semi-Furnished,0,1,0,1,Corporation + Borewell,Partial,3.44,1.56,6.51,62.82,7.2,9.2,8.0,8.8,6.3,97,40830000
India,Tamil Nadu,Chennai,T Nagar,Carpet Area,1601,1030,843,4,3,2,2,1,1,1,1,0,0,0,0,0,0,0,1,23,South,Semi-Furnished,1,1,0,0,Corporation + Borewell,Full,0.64,5.14,6.46,60.26,9.5,7.4,8.1,6.6,6.2,156,19200000
India,Telangana,Hyderabad,Shamshabad Village,Plot Area,1456,1188,983,2,2,2,2,1,1,1,1,0,0,0,1,0,1,0,0,9,West,Unfurnished,0,1,1,1,Borewell Only,Partial,9.78,14.82,23.3,21.53,2.2,2.6,3.0,9.3,7.4,57,8320000
India,Tamil Nadu,Chennai,Adyar,Super Built-up,2270,1433,1212,10,3,3,3,0,1,1,1,0,0,0,0,0,0,0,1,7,West,Semi-Furnished,0,0,1,0,Corporation + Borewell,Full,3.1,0.9,0.81,59.25,7.5,9.6,9.8,8.9,5.3,103,27710000
India,Delhi NCR,Noida,Greater Noida West,Super Built-up,2008,1596,1366,10,8,3,4,2,1,1,1,1,0,2,0,0,0,0,1,2,West,Fully-Furnished,1,1,0,1,Corporation + Borewell,Full,2.81,0.96,6.49,78.67,7.8,9.5,8.1,8.0,4.3,153,54860000
India,Delhi NCR,Noida,Sector 62,Super Built-up,2114,1710,1435,10,8,3,4,3,1,1,1,0,0,2,0,0,0,0,1,10,North-East,Semi-Furnished,0,0,1,1,24/7 Supply,Full,3.75,4.29,2.89,20.41,7.0,7.9,9.1,8.6,8.4,217,36140000
India,Delhi NCR,Gurugram,Sohna Village,Plot Area,2986,1918,1558,2,1,3,4,0,1,1,1,1,1,1,1,0,0,0,0,11,West,Unfurnished,0,1,0,1,Borewell Only,Full,9.47,9.14,38.19,24.43,2.4,5.4,1.0,8.2,8.2,72,11210000
India,Telangana,Warangal,Hanamkonda,Super Built-up,1599,1174,973,20,8,2,2,2,1,1,1,0,0,0,0,0,1,0,1,23,North-West,Semi-Furnished,1,1,1,0,Corporation + Borewell,Full,0.51,4.96,2.61,40.27,9.6,7.5,9.2,6.2,7.2,128,11550000
India,Uttar Pradesh,Lucknow,Aliganj,Super Built-up,1444,1157,1006,4,2,2,2,1,1,1,1,1,1,1,0,1,1,0,1,12,North,Fully-Furnished,0,0,1,1,Corporation + Borewell,Full,3.11,3.07,4.87,45.52,7.5,8.5,8.5,6.2,7.3,191,8550000
India,Delhi NCR,Noida,Yamuna Expressway Village,Plot Area,1139,924,790,2,2,2,2,2,1,1,1,0,0,2,1,0,1,1,0,2,South-West,Fully-Furnished,0,1,0,1,Borewell Only,Partial,6.78,18.63,36.7,41.96,4.6,1.0,1.0,9.1,9.7,75,10070000
India,Telangana,Hyderabad,Jubilee Hills,Plot Area,2201,1758,1506,30,9,3,2,3,1,1,1,1,0,1,1,0,0,1,1,19,North-East,Fully-Furnished,1,1,0,0,24/7 Supply,Partial,0.78,3.89,5.6,59.46,9.4,8.1,8.3,7.0,7.9,183,32710000
India,Gujarat,Surat,Vesu,Super Built-up,1877,1460,1230,30,10,2,3,2,1,1,1,0,0,2,0,0,1,0,1,22,North-East,Semi-Furnished,0,0,0,0,24/7 Supply,Full,3.39,4.92,1.3,60.07,7.3,7.5,9.6,8.4,4.2,74,18850000
India,Uttar Pradesh,Varanasi,Sarnath Village,Plot Area,2350,1948,1667,2,2,3,3,1,1,1,1,1,0,3,1,0,1,0,0,8,South,Fully-Furnished,0,1,0,0,Borewell Only,Full,3.5,9.04,26.21,79.24,7.2,5.5,2.1,9.0,8.4,53,9230000
India,Telangana,Warangal,Subedari,Carpet Area,2363,1615,1381,10,7,3,4,1,1,1,1,1,0,2,0,0,0,0,1,19,South,Semi-Furnished,0,0,1,0,Corporation + Borewell,Partial,3.57,2.92,6.62,71.21,7.1,8.5,8.0,7.3,8.5,196,34430000
India,Tamil Nadu,Coimbatore,RS Puram,Super Built-up,1848,1388,1179,20,11,2,2,3,1,1,1,0,1,2,0,0,0,0,1,11,East,Semi-Furnished,1,0,1,0,24/7 Supply,Partial,3.0,3.16,0.89,24.34,7.6,8.4,9.7,8.9,4.0,171,28630000
India,Tamil Nadu,Chennai,Anna Nagar,Plot Area,2080,1576,1270,30,13,3,2,2,1,1,1,0,0,3,1,0,0,1,1,10,East,Semi-Furnished,0,1,0,1,Corporation + Borewell,Full,3.71,5.61,6.32,25.91,7.0,7.2,8.1,6.1,4.6,111,19420000
India,Kerala,Kochi,Vyttila,Carpet Area,892,671,553,4,4,1,1,2,1,0,1,1,0,2,1,1,1,0,1,15,South,Unfurnished,1,1,0,1,24/7 Supply,Full,3.48,1.79,0.36,58.57,7.2,9.1,9.9,6.5,8.5,199,8710000
India,Rajasthan,Jaipur,Malviya Nagar,Super Built-up,1334,894,718,10,2,1,1,1,1,0,1,0,0,2,0,0,0,0,1,15,North-West,Semi-Furnished,0,1,1,1,24/7 Supply,None,0.5,2.1,1.92,66.06,9.6,8.9,9.4,7.7,4.6,105,10600000
India,Gujarat,Surat,Hazira Village,Plot Area,1909,1374,1173,2,1,2,2,2,1,1,1,0,0,1,1,0,0,1,0,18,South-West,Unfurnished,0,1,0,1,Borewell Only,Full,9.01,14.73,46.05,54.04,2.8,2.6,1.0,8.8,8.7,40,5680000
India,Uttar Pradesh,Lucknow,Gomti Nagar,Super Built-up,4401,2765,2271,20,14,4,5,0,1,1,1,1,0,1,0,1,0,0,1,2,South-West,Semi-Furnished,1,1,0,1,24/7 Supply,Partial,3.72,4.0,3.48,45.32,7.0,8.0,9.0,7.8,6.4,162,43800000
India,Maharashtra,Pune,Hinjewadi,Super Built-up,1511,1153,987,20,6,2,2,1,1,1,1,1,1,1,0,0,0,0,1,3,North,Semi-Furnished,0,1,1,1,24/7 Supply,Full,3.98,3.98,3.87,38.65,6.8,8.0,8.8,7.3,7.5,82,24960000
India,Telangana,Warangal,Subedari,Super Built-up,3304,2266,1831,20,9,3,3,1,1,1,1,0,0,3,0,0,1,0,1,11,North-East,Semi-Furnished,1,0,1,0,Corporation + Borewell,Full,1.89,1.81,3.26,39.98,8.5,9.1,9.0,7.0,4.4,201,52310000
India,Rajasthan,Udaipur,Fatehpura,Super Built-up,2325,1605,1349,10,7,3,4,1,1,1,1,0,0,1,0,0,1,0,1,21,North,Semi-Furnished,0,1,0,1,Corporation + Borewell,Full,2.14,3.28,6.32,27.41,8.3,8.4,8.1,6.3,5.8,202,22430000
India,Kerala,Kochi,Edappally,Super Built-up,3792,2610,2206,20,8,4,4,0,2,1,1,0,1,3,0,0,0,0,1,20,North-West,Unfurnished,1,1,0,0,Corporation + Borewell,Full,1.74,4.21,2.41,78.4,8.6,7.9,9.3,9.0,6.7,110,37270000
India,Karnataka,Hubli-Dharwad,Navanagar,Super Built-up,4228,3203,2723,4,1,5,4,1,1,1,1,0,0,1,1,0,1,0,1,3,South-East,Fully-Furnished,0,0,0,0,24/7 Supply,None,0.47,1.83,3.82,65.36,9.6,9.1,8.9,9.0,5.9,181,100020000
India,Delhi NCR,Faridabad,Ballabhgarh Village,Plot Area,2886,1868,1515,2,2,3,2,1,1,1,1,1,0,1,1,0,1,0,0,5,North,Semi-Furnished,0,1,0,0,Borewell Only,Partial,2.83,18.8,20.27,21.92,7.7,1.0,3.9,8.1,7.5,68,11960000
India,Tamil Nadu,Chennai,T Nagar,Super Built-up,2491,1811,1475,30,5,3,2,2,1,1,1,0,0,1,0,0,1,0,1,19,North-East,Semi-Furnished,0,0,0,1,24/7 Supply,None,3.79,5.92,0.32,63.77,7.0,7.0,9.9,6.9,7.9,190,22940000
India,West Bengal,Kolkata,New Town,Super Built-up,3977,3199,2717,30,21,5,6,3,1,1,1,1,0,1,0,0,1,0,1,8,East,Fully-Furnished,1,1,0,0,Corporation + Borewell,Partial,2.55,1.1,0.82,27.77,8.0,9.4,9.8,6.3,6.6,132,25020000
India,Gujarat,Surat,Hazira Village,Plot Area,1894,1431,1148,2,1,2,3,2,1,1,1,0,0,0,1,0,0,1,0,10,North-West,Semi-Furnished,0,1,0,1,Borewell Only,Full,6.69,9.31,46.69,29.59,4.6,5.3,1.0,9.3,7.1,63,5060000
India,Telangana,Hyderabad,Jubilee Hills,Super Built-up,4153,2606,2143,30,14,4,4,2,1,1,1,1,0,1,1,0,0,0,1,2,North-West,Fully-Furnished,1,1,0,1,Corporation + Borewell,None,2.48,0.54,2.47,39.69,8.0,9.7,9.3,7.8,8.1,194,43310000
India,Delhi NCR,Gurugram,Cyber City,Super Built-up,1832,1527,1291,10,4,2,2,3,1,1,1,0,1,2,0,0,0,0,1,19,North,Fully-Furnished,1,0,0,0,Corporation + Borewell,Partial,2.65,3.8,5.83,28.12,7.9,8.1,8.3,8.9,4.2,162,36520000
India,Tamil Nadu,Chennai,Anna Nagar,Super Built-up,2649,2138,1782,4,3,3,4,2,1,1,1,0,0,1,0,1,0,0,1,11,North,Semi-Furnished,1,1,0,1,Corporation + Borewell,Partial,3.87,4.84,1.46,36.36,6.9,7.6,9.6,6.3,4.6,100,26440000
India,Maharashtra,Nashik,Pathardi Phata,Super Built-up,2060,1541,1330,20,6,3,4,3,2,1,1,1,0,2,1,0,0,0,1,9,South,Fully-Furnished,1,0,0,1,24/7 Supply,Partial,1.4,5.24,6.68,42.9,8.9,7.4,8.0,7.3,5.6,65,50740000
India,Maharashtra,Mumbai,Bandra West,Super Built-up,2558,2080,1739,20,17,4,3,2,1,1,1,0,0,2,0,0,0,0,1,5,North-West,Unfurnished,0,0,0,0,24/7 Supply,Full,1.16,0.59,0.28,37.82,9.1,9.7,9.9,9.0,6.8,121,24200000
India,Maharashtra,Pune,Hinjewadi,Super Built-up,2733,1844,1511,10,9,3,3,2,2,1,1,0,0,2,0,0,0,0,1,22,North,Unfurnished,0,0,0,0,Corporation + Borewell,Full,3.36,4.11,6.12,44.88,7.3,7.9,8.2,9.0,5.6,144,49930000
India,Maharashtra,Nagpur,Manewada,Carpet Area,4135,3174,2644,10,7,5,5,2,1,1,1,0,0,1,0,0,0,0,1,7,West,Unfurnished,0,0,0,1,Corporation + Borewell,Full,3.13,4.04,7.11,65.0,7.5,8.0,7.9,6.2,4.5,163,49940000
India,Punjab & Chandigarh,Amritsar,Verka Village,Plot Area,3152,2525,2191,2,1,4,5,3,1,1,1,1,1,2,1,0,0,0,0,22,North,Semi-Furnished,0,1,0,1,Borewell Only,Full,3.56,7.65,25.26,64.38,7.2,6.2,2.4,7.8,9.2,53,8570000
India,Maharashtra,Nagpur,Civil Lines,Super Built-up,2071,1395,1139,20,12,2,3,1,1,1,1,1,0,0,0,0,0,0,1,0,East,Semi-Furnished,1,1,0,0,Corporation + Borewell,Full,1.53,1.19,7.39,62.74,8.8,9.4,7.8,7.1,4.3,112,28850000
India,Karnataka,Mysore,JP Nagar,Super Built-up,2489,2029,1662,10,5,4,4,2,1,1,1,0,0,1,0,0,1,0,1,9,East,Unfurnished,0,0,0,0,24/7 Supply,Full,0.32,2.24,2.82,57.81,9.7,8.9,9.2,6.6,4.1,110,54720000
India,Kerala,Thiruvananthapuram,Kazhakkoottam,Super Built-up,3320,2625,2161,30,12,4,4,2,2,1,1,1,0,1,1,1,1,0,1,9,North,Unfurnished,1,0,1,0,Corporation + Borewell,Full,1.4,1.23,2.54,73.41,8.9,9.4,9.2,7.9,6.0,150,53760000
India,Rajasthan,Udaipur,Hiran Magri,Plot Area,807,634,526,20,9,1,1,2,1,0,1,0,0,2,1,0,0,1,1,15,North-West,Semi-Furnished,0,1,1,1,Corporation + Borewell,Full,1.84,1.92,7.04,58.55,8.5,9.0,7.9,7.4,6.6,120,7070000
India,Kerala,Thiruvananthapuram,Kazhakkoottam,Plot Area,752,578,496,30,2,1,2,2,1,1,1,1,0,1,1,0,0,1,1,10,East,Fully-Furnished,1,0,0,0,Corporation + Borewell,None,2.94,4.93,4.34,27.54,7.6,7.5,8.7,7.7,5.5,61,9460000
India,Delhi NCR,Noida,Sector 150,Super Built-up,1981,1642,1318,20,9,3,2,2,1,1,1,0,0,2,0,0,1,0,1,21,North,Semi-Furnished,0,0,0,0,24/7 Supply,Full,1.54,2.77,4.37,77.62,8.8,8.6,8.7,6.8,6.4,106,42050000
India,Gujarat,Ahmedabad,Bodakdev,Super Built-up,1406,1097,914,10,4,2,2,2,1,1,1,0,0,1,0,1,1,0,1,1,East,Fully-Furnished,0,0,0,1,Corporation + Borewell,Partial,1.79,1.17,5.11,41.12,8.6,9.4,8.5,7.4,5.9,209,11830000
India,Punjab & Chandigarh,Amritsar,Verka Village,Plot Area,3518,2616,2268,2,1,4,5,2,2,1,1,0,0,1,1,0,0,1,0,7,South-East,Semi-Furnished,0,1,1,1,Borewell Only,Partial,4.43,14.61,21.75,39.99,6.5,2.7,3.5,9.2,9.4,47,13280000
India,West Bengal,Howrah,Domjur Village,Plot Area,998,812,658,2,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,19,East,Fully-Furnished,0,1,0,0,Borewell Only,Partial,5.14,12.66,22.01,38.46,5.9,3.7,3.4,8.2,9.8,71,4180000
India,West Bengal,Howrah,Shibpur,Carpet Area,2071,1398,1183,20,6,2,2,1,1,1,1,0,0,2,0,0,0,0,1,18,East,Semi-Furnished,0,0,0,0,24/7 Supply,Full,3.17,1.36,7.07,54.14,7.5,9.3,7.9,8.4,4.2,75,18520000
India,Rajasthan,Jaipur,Sanganer Village,Plot Area,1948,1394,1167,2,1,2,1,2,1,1,1,1,1,2,1,0,1,1,0,16,South,Semi-Furnished,0,1,0,1,Borewell Only,None,4.43,11.21,32.65,30.66,6.5,4.4,1.0,9.6,8.0,29,3170000
India,Gujarat,Surat,Ghod Dod Road,Super Built-up,2532,1913,1625,20,2,3,3,1,2,1,1,0,0,1,0,0,1,0,1,6,West,Semi-Furnished,1,1,0,0,Corporation + Borewell,Partial,2.17,2.64,6.94,66.64,8.3,8.7,7.9,6.8,4.2,150,41860000
India,Maharashtra,Pune,Hinjewadi,Carpet Area,1871,1457,1180,4,1,2,3,1,1,1,1,0,1,1,1,0,1,0,1,8,South-West,Fully-Furnished,0,1,0,1,24/7 Supply,Partial,2.67,5.78,5.31,40.36,7.9,7.1,8.4,7.1,6.1,101,34610000
India,Maharashtra,Mumbai,Bandra West,Carpet Area,740,499,410,30,13,1,1,2,1,0,1,0,1,1,1,0,0,0,1,9,East,Semi-Furnished,0,1,1,1,Corporation + Borewell,Partial,2.13,1.31,5.15,41.0,8.3,9.3,8.5,6.0,6.6,91,19460000
India,West Bengal,Kolkata,Ballygunge,Super Built-up,882,722,605,10,2,1,1,2,1,0,1,1,0,2,1,1,0,0,1,3,South-East,Semi-Furnished,0,0,1,0,24/7 Supply,Partial,0.98,5.58,7.13,52.67,9.2,7.2,7.9,7.4,4.5,191,10210000
India,Punjab & Chandigarh,Amritsar,Mall Road,Super Built-up,998,799,672,10,1,1,1,2,1,0,1,0,0,1,1,1,0,0,1,21,North-East,Semi-Furnished,1,0,1,0,24/7 Supply,Full,1.16,1.46,7.03,28.53,9.1,9.3,7.9,7.4,8.0,83,6910000
India,Karnataka,Hubli-Dharwad,Navanagar,Super Built-up,1699,1216,1025,4,2,2,2,3,1,1,1,0,1,0,0,1,0,0,1,4,South,Semi-Furnished,1,1,0,1,Corporation + Borewell,Partial,1.46,4.52,4.23,47.65,8.8,7.7,8.7,6.2,8.3,193,38350000
India,Telangana,Hyderabad,HITECH City,Super Built-up,998,723,585,10,1,1,1,1,1,1,1,0,0,2,1,0,0,0,1,3,South-East,Semi-Furnished,0,1,1,1,Corporation + Borewell,Full,1.01,3.18,0.51,63.99,9.2,8.4,9.8,6.5,7.5,92,12700000
India,Uttar Pradesh,Kanpur,Swaroop Nagar,Super Built-up,3141,1976,1699,10,1,4,3,1,1,1,1,1,0,1,1,1,0,0,1,15,North,Unfurnished,1,0,0,1,24/7 Supply,Full,1.15,3.52,2.75,44.31,9.1,8.2,9.2,9.0,4.7,122,19520000
India,Punjab & Chandigarh,Ludhiana,Sahnewal Village,Plot Area,1736,1092,907,2,2,2,2,2,1,1,1,0,0,1,1,0,1,1,0,2,East,Semi-Furnished,0,1,0,0,Borewell Only,Full,8.39,5.42,41.74,27.72,3.3,7.3,1.0,8.7,7.9,66,7110000
India,Kerala,Kochi,Edappally,Super Built-up,2797,1828,1565,10,7,3,3,3,1,1,1,0,0,2,0,0,0,0,1,11,North,Semi-Furnished,0,1,0,1,Corporation + Borewell,Full,1.85,1.12,0.7,78.67,8.5,9.4,9.8,8.1,6.0,181,13260000
India,Punjab & Chandigarh,Ludhiana,Sahnewal Village,Plot Area,1826,1472,1277,2,2,3,3,1,1,1,1,0,0,1,1,0,1,1,0,0,South,Unfurnished,0,1,0,1,Borewell Only,Full,5.0,11.73,26.3,25.36,6.0,4.1,2.1,8.0,9.2,77,4970000
India,Rajasthan,Jaipur,Vaishali Nagar,Super Built-up,1757,1185,998,4,3,2,2,1,1,1,1,0,1,2,1,1,0,0,1,15,North,Semi-Furnished,1,0,1,1,24/7 Supply,Full,3.5,1.89,1.97,73.68,7.2,9.1,9.4,6.6,8.0,188,12470000
